Entity,Code,Year,Share of education in government expenditure (World Bank (2015)) (% Total Expenditure)
Japan,JPN,2004,9.93784
Japan,JPN,2005,10.29182
Japan,JPN,2006,10.15117
Japan,JPN,2007,10.04298
Japan,JPN,2008,10.32735
Japan,JPN,2010,9.45758
Japan,JPN,2011,9.70961
Japan,JPN,2012,9.48014
Japan,JPN,2013,9.57815
Jordan,JOR,1997,18.4214
Jordan,JOR,1999,14.18371
Kazakhstan,KAZ,2002,14.75948
Kazakhstan,KAZ,2004,10.26694
Kazakhstan,KAZ,2005,10.22782
Kazakhstan,KAZ,2006,13.26734
Kazakhstan,KAZ,2007,11.94463
Kazakhstan,KAZ,2008,13.64712
Kazakhstan,KAZ,2009,13.0409
Kazakhstan,KAZ,2013,14.01982
Kazakhstan,KAZ,2014,12.60609
Kenya,KEN,1999,24.04598
Kenya,KEN,2000,23.06399
Kenya,KEN,2001,22.11042
Kenya,KEN,2002,25.62821
Kenya,KEN,2003,24.98009
Kenya,KEN,2004,26.66815
Kenya,KEN,2005,27.30884
Kenya,KEN,2006,24.95597
Kenya,KEN,2010,20.55599
Kiribati,KIR,1999,12.50751
Kiribati,KIR,2000,15.26542
Kiribati,KIR,2001,11.51614
Kuwait,KWT,2001,17.63889
Kuwait,KWT,2002,14.96518
Kuwait,KWT,2004,14.95361
Kuwait,KWT,2005,13.85411
Kuwait,KWT,2006,13.37001
Kyrgyzstan,KGZ,1998,13.6927
Kyrgyzstan,KGZ,1999,11.37496
Kyrgyzstan,KGZ,2000,11.59721
Kyrgyzstan,KGZ,2001,13.70554
Kyrgyzstan,KGZ,2002,15.01681
Kyrgyzstan,KGZ,2003,15.655
Kyrgyzstan,KGZ,2004,15.9067
Kyrgyzstan,KGZ,2005,16.46192
Kyrgyzstan,KGZ,2006,18.43475
Kyrgyzstan,KGZ,2007,20.32407
Kyrgyzstan,KGZ,2008,20.17296
Kyrgyzstan,KGZ,2009,18.1331
Kyrgyzstan,KGZ,2010,15.68476
Kyrgyzstan,KGZ,2011,18.1727
Kyrgyzstan,KGZ,2012,18.19559
Kyrgyzstan,KGZ,2013,17.773
Laos,LAO,2000,7.26613
Laos,LAO,2001,9.11739
Laos,LAO,2002,16.20456
Laos,LAO,2004,16.24385
Laos,LAO,2005,13.73158
Laos,LAO,2006,17.48047
Laos,LAO,2007,17.35746
Laos,LAO,2008,13.963
Laos,LAO,2010,11.89297
Laos,LAO,2014,15.35253
Latvia,LVA,1998,11.00897
Latvia,LVA,1999,9.90669
Latvia,LVA,2000,10.26199
Latvia,LVA,2001,11.1588
Latvia,LVA,2002,11.50504
Latvia,LVA,2003,10.80686
Latvia,LVA,2004,10.19194
Latvia,LVA,2006,9.77717
Latvia,LVA,2007,9.88639
Latvia,LVA,2008,10.37558
Latvia,LVA,2009,9.15413
Latvia,LVA,2010,8.29944
Latvia,LVA,2011,8.95797
Latvia,LVA,2012,8.73077
Lebanon,LBN,2001,7.42125
Lebanon,LBN,2002,7.0563
Lebanon,LBN,2004,7.93123
Lebanon,LBN,2005,8.42131
Lebanon,LBN,2006,7.69319
Lebanon,LBN,2007,7.34104
Lebanon,LBN,2008,5.86977
Lebanon,LBN,2009,5.503
Lebanon,LBN,2010,5.53429
Lebanon,LBN,2011,5.73381
Lebanon,LBN,2012,7.10915
Lebanon,LBN,2013,8.57552
Lesotho,LSO,1999,23.55235
Lesotho,LSO,2000,19.20038
Lesotho,LSO,2001,23.84892
Lesotho,LSO,2002,24.36376
Lesotho,LSO,2003,32.10573
Lesotho,LSO,2004,27.6499
Lesotho,LSO,2005,32.40492
Lesotho,LSO,2006,28.23381
Lesotho,LSO,2008,24.69755
Liberia,LBR,2008,7.27842
Liberia,LBR,2012,8.10176
Libya,LBY,1999,8.13873
Lithuania,LTU,1997,16.71701
Lithuania,LTU,1998,16.61294
Lithuania,LTU,2006,14.28965
Lithuania,LTU,2007,13.32594
Lithuania,LTU,2008,13.05296
Lithuania,LTU,2009,12.77762
Lithuania,LTU,2010,12.85883
Lithuania,LTU,2011,12.33635
Luxembourg,LUX,2001,9.69806
Macao,MAC,2009,12.90882
Macao,MAC,2010,15.67268
Macao,MAC,2011,16.13787
Macao,MAC,2012,20.22375
Macao,MAC,2013,14.25466
Macedonia,MKD,2002,8.64088
Madagascar,MDG,1997,10.64502
Madagascar,MDG,1998,9.38266
Madagascar,MDG,1999,15.539
Madagascar,MDG,2000,15.89018
Madagascar,MDG,2001,17.68298
Madagascar,MDG,2002,17.93601
Madagascar,MDG,2003,15.76285
Madagascar,MDG,2004,12.96052
Madagascar,MDG,2005,18.03287
Madagascar,MDG,2006,15.32419
Madagascar,MDG,2007,18.04436
Madagascar,MDG,2008,16.25801
Madagascar,MDG,2009,22.5854
Madagascar,MDG,2011,19.7794
Madagascar,MDG,2012,20.32568
Madagascar,MDG,2013,13.98948
Malawi,MWI,2003,16.55257
Malawi,MWI,2010,12.51796
Malawi,MWI,2011,15.213
Malawi,MWI,2013,20.36157
Malawi,MWI,2014,16.33672
Malaysia,MYS,1997,18.98457
Malaysia,MYS,1999,21.18855
Malaysia,MYS,2000,21.39068
Malaysia,MYS,2001,24.34852
Malaysia,MYS,2002,25.9036
Malaysia,MYS,2003,24.54244
Malaysia,MYS,2004,21.01292
Malaysia,MYS,2006,16.74557
Malaysia,MYS,2007,16.12466
Malaysia,MYS,2008,14.03864
Malaysia,MYS,2009,18.46463
Malaysia,MYS,2010,18.40623
Malaysia,MYS,2011,20.97702
Malaysia,MYS,2013,21.47878
Maldives,MDV,2002,21.2399
Maldives,MDV,2003,20.3462
Maldives,MDV,2004,19.47924
Maldives,MDV,2005,13.01498
Maldives,MDV,2006,13.34758
Maldives,MDV,2007,12.74641
Maldives,MDV,2008,12.61971
Maldives,MDV,2009,17.5128
Maldives,MDV,2011,17.67886
Maldives,MDV,2012,15.29215
Mali,MLI,2000,15.32381
Mali,MLI,2001,14.49319
Mali,MLI,2002,14.52521
Mali,MLI,2003,18.28376
Mali,MLI,2004,17.73635
Mali,MLI,2005,16.2803
Mali,MLI,2008,18.03169
Mali,MLI,2009,16.95944
Mali,MLI,2010,16.50394
Mali,MLI,2011,18.25828
Mali,MLI,2012,22.40338
Mali,MLI,2013,16.62345
Mali,MLI,2014,18.22425
Malta,MLT,2002,9.53534
Malta,MLT,2004,10.56516
Malta,MLT,2007,14.53679
Malta,MLT,2008,13.09073
Malta,MLT,2009,12.34974
Malta,MLT,2010,15.73082
Malta,MLT,2011,18.8981
Malta,MLT,2012,15.25658
Marshall Islands,MHL,1999,28.54381
Marshall Islands,MHL,2002,14.8142
Marshall Islands,MHL,2003,22.50875
Mauritania,MRT,2004,8.17586
Mauritania,MRT,2006,10.31029
Mauritania,MRT,2008,13.88017
Mauritania,MRT,2010,16.03502
Mauritania,MRT,2011,13.68266
Mauritania,MRT,2012,10.01775
Mauritania,MRT,2013,11.40537
Mauritius,MUS,1999,16.76763
Mauritius,MUS,2000,14.31736
Mauritius,MUS,2001,11.97105
Mauritius,MUS,2002,11.51012
Mauritius,MUS,2003,15.91087
Mauritius,MUS,2004,16.21239
Mauritius,MUS,2005,15.82166
Mauritius,MUS,2006,14.13833
Mauritius,MUS,2007,12.74995
Mauritius,MUS,2008,11.95525
Mauritius,MUS,2009,11.64793
Mauritius,MUS,2010,14.57315
Mauritius,MUS,2011,13.84617
Mauritius,MUS,2012,14.96062
Mauritius,MUS,2013,14.78901
Mauritius,MUS,2014,20.9054
Mexico,MEX,1998,15.78817
Mexico,MEX,1999,16.34315
Mexico,MEX,2000,19.77632
Mexico,MEX,2001,20.84655
Mexico,MEX,2002,20.97145
Mexico,MEX,2003,22.44291
Mexico,MEX,2004,22.20036
Mexico,MEX,2005,22.18896
Mexico,MEX,2006,20.74933
Mexico,MEX,2007,20.24585
Mexico,MEX,2008,18.80036
Mexico,MEX,2009,18.47241
Mexico,MEX,2010,19.42911
Mexico,MEX,2011,19.00752
Micronesia (country),FSM,1999,8.78498
Micronesia (country),FSM,2000,9.96512
Moldova,MDA,1999,13.87681
Moldova,MDA,2000,12.99873
Moldova,MDA,2001,16.47752
Moldova,MDA,2002,18.08781
Moldova,MDA,2003,16.28233
Moldova,MDA,2004,19.55373
Moldova,MDA,2005,19.35065
Moldova,MDA,2006,18.67197
Moldova,MDA,2007,19.48785
Moldova,MDA,2008,19.82275
Moldova,MDA,2009,21.01412
Moldova,MDA,2010,22.3361
Moldova,MDA,2011,21.9582
Moldova,MDA,2012,20.82347
Moldova,MDA,2014,18.83653
Monaco,MCO,1997,6.40111
Monaco,MCO,1998,6.48977
Monaco,MCO,1999,5.0717
Monaco,MCO,2000,6.3279
Monaco,MCO,2004,5.92595
Monaco,MCO,2009,6.59881
Monaco,MCO,2010,6.36322
Monaco,MCO,2011,8.07617
Monaco,MCO,2012,8.87595
Monaco,MCO,2013,7.05922
Monaco,MCO,2014,5.00886
Mongolia,MNG,1997,12.80767
Mongolia,MNG,1998,15.17901
Mongolia,MNG,1999,15.25156
Mongolia,MNG,2000,16.07477
Mongolia,MNG,2002,20.31151
Mongolia,MNG,2004,13.57351
Mongolia,MNG,2007,13.28645
Mongolia,MNG,2009,14.51142
Mongolia,MNG,2010,14.71111
Mongolia,MNG,2011,12.15085
Morocco,MAR,1998,25.21153
Morocco,MAR,1999,25.76847
Morocco,MAR,2008,17.47064
Morocco,MAR,2009,17.29529
Mozambique,MOZ,1998,12.05375
Mozambique,MOZ,1999,16.92332
Mozambique,MOZ,2004,18.00154
Mozambique,MOZ,2005,22.71818
Mozambique,MOZ,2006,18.55004
Mozambique,MOZ,2012,19.76724
Mozambique,MOZ,2013,19.03288
Namibia,NAM,1999,23.04277
Namibia,NAM,2000,21.92506
Namibia,NAM,2001,22.77571
Namibia,NAM,2002,21.83686
Namibia,NAM,2003,20.32821
Namibia,NAM,2006,21.60299
Namibia,NAM,2008,25.07235
Namibia,NAM,2010,26.19325
Nepal,NPL,2000,19.11359
Nepal,NPL,2001,21.61894
Nepal,NPL,2002,20.42635
Nepal,NPL,2003,21.30218
Nepal,NPL,2004,21.60618
Nepal,NPL,2005,22.27689
Nepal,NPL,2006,25.48504
Nepal,NPL,2007,21.12867
Nepal,NPL,2008,22.11482
Nepal,NPL,2009,19.84753
Nepal,NPL,2010,20.81352
Nepal,NPL,2013,21.39802
Nepal,NPL,2014,22.09018
Netherlands,NLD,1998,10.58261
Netherlands,NLD,1999,10.48322
Netherlands,NLD,2000,11.07332
Netherlands,NLD,2001,11.01248
Netherlands,NLD,2002,11.09102
Netherlands,NLD,2003,11.40185
Netherlands,NLD,2004,11.71956
Netherlands,NLD,2005,12.1909
Netherlands,NLD,2006,11.82707
Netherlands,NLD,2007,11.62183
Netherlands,NLD,2008,11.68874
Netherlands,NLD,2009,11.40658
Netherlands,NLD,2010,11.52436
Netherlands,NLD,2011,11.75423
Netherlands,NLD,2012,11.61935
New Zealand,NZL,1999,17.72079
New Zealand,NZL,2001,18.2456
New Zealand,NZL,2002,18.31226
New Zealand,NZL,2003,18.29794
New Zealand,NZL,2004,18.56677
New Zealand,NZL,2005,17.75142
New Zealand,NZL,2006,16.55642
New Zealand,NZL,2007,16.36142
New Zealand,NZL,2008,15.37095
New Zealand,NZL,2009,16.75341
New Zealand,NZL,2010,16.64842
New Zealand,NZL,2011,16.67924
New Zealand,NZL,2012,19.35049
Nicaragua,NIC,1998,13.38182
Nicaragua,NIC,1999,14.7168
Nicaragua,NIC,2000,14.5737
Nicaragua,NIC,2002,15.68779
Nicaragua,NIC,2003,14.887
Nicaragua,NIC,2010,22.75367
Niger,NER,1999,17.11781
Niger,NER,2000,18.78317
Niger,NER,2001,16.59557
Niger,NER,2002,16.65247
Niger,NER,2003,13.8455
Niger,NER,2006,16.88377
Niger,NER,2007,17.37597
Niger,NER,2008,16.17733
Niger,NER,2009,18.91294
Niger,NER,2010,18.10404
Niger,NER,2011,21.67581
Niger,NER,2012,19.19202
Niger,NER,2013,18.08446
Niger,NER,2014,21.66142
Norway,NOR,1997,15.90564
Norway,NOR,1998,15.24957
Norway,NOR,1999,14.85471
Norway,NOR,2000,15.48646
Norway,NOR,2001,15.73486
Norway,NOR,2002,16.25644
Norway,NOR,2003,15.75515
Norway,NOR,2004,16.53605
Norway,NOR,2005,16.7517
Norway,NOR,2006,16.23354
Norway,NOR,2007,16.55713
Norway,NOR,2008,16.1489
Norway,NOR,2009,15.76085
Norway,NOR,2010,15.30602
Norway,NOR,2011,15.01093
Norway,NOR,2012,17.45271
Oman,OMN,1997,9.12556
Oman,OMN,1998,9.9918
Oman,OMN,1999,10.32786
Oman,OMN,2000,8.98344
Oman,OMN,2001,10.58399
Oman,OMN,2002,11.06248
Oman,OMN,2003,10.03896
Oman,OMN,2004,10.31647
Oman,OMN,2005,10.05364
Oman,OMN,2006,11.22463
Oman,OMN,2009,10.94918
Pakistan,PAK,1999,11.30733
Pakistan,PAK,2000,8.48988
Pakistan,PAK,2004,11.22935
Pakistan,PAK,2005,13.77751
Pakistan,PAK,2006,15.28909
Pakistan,PAK,2007,15.4455
Pakistan,PAK,2008,14.09698
Pakistan,PAK,2009,12.08264
Pakistan,PAK,2010,11.86466
Pakistan,PAK,2011,10.92462
Pakistan,PAK,2012,11.04063
Pakistan,PAK,2013,11.51398
Pakistan,PAK,2014,11.30067
Palau,PLW,2000,13.80012
Palau,PLW,2001,15.1165
Palau,PLW,2002,15.34344
Panama,PAN,1997,17.35391
Panama,PAN,1999,18.97315
Panama,PAN,2000,19.83194
Panama,PAN,2001,16.63913
Panama,PAN,2002,16.9575
Panama,PAN,2003,16.34301
Panama,PAN,2004,14.56827
Panama,PAN,2008,14.88983
Panama,PAN,2011,13.01972
Paraguay,PRY,1998,17.54141
Paraguay,PRY,1999,21.87683
Paraguay,PRY,2000,21.55939
Paraguay,PRY,2001,19.87923
Paraguay,PRY,2002,18.81539
Paraguay,PRY,2003,20.8618
Paraguay,PRY,2004,18.22925
Paraguay,PRY,2007,19.33039
Paraguay,PRY,2010,18.72218
Paraguay,PRY,2011,23.24948
Paraguay,PRY,2012,19.60245
Peru,PER,2000,15.25037
Peru,PER,2001,14.79623
Peru,PER,2002,14.57806
Peru,PER,2003,14.65831
Peru,PER,2004,15.27385
Peru,PER,2005,14.27852
Peru,PER,2006,14.0353
Peru,PER,2007,14.14177
Peru,PER,2008,14.53442
Peru,PER,2009,14.59631
Peru,PER,2010,13.55558
Peru,PER,2011,13.55255
Peru,PER,2012,14.37909
Peru,PER,2013,15.20863
Peru,PER,2014,16.2449
Philippines,PHL,1997,15.3684
Philippines,PHL,1998,18.18099
Philippines,PHL,2000,15.20676
Philippines,PHL,2001,13.91591
Philippines,PHL,2002,14.06893
Philippines,PHL,2003,14.38022
Philippines,PHL,2004,12.7509
Philippines,PHL,2005,12.42232
Philippines,PHL,2006,13.26849
Philippines,PHL,2007,13.66697
Philippines,PHL,2008,14.44199
Philippines,PHL,2009,13.21117
Poland,POL,1998,11.27881
Poland,POL,1999,10.8919
Poland,POL,2000,12.19891
Poland,POL,2001,12.17392
Poland,POL,2002,12.22743
Poland,POL,2003,11.97418
Poland,POL,2004,12.6811
Poland,POL,2005,12.1865
Poland,POL,2006,12.62833
Poland,POL,2007,11.25322
Poland,POL,2008,11.45085
Poland,POL,2009,11.13928
Poland,POL,2010,11.10892
Poland,POL,2011,11.06334
Portugal,PRT,1999,11.85663
Portugal,PRT,2000,12.10436
Portugal,PRT,2001,12.09401
Portugal,PRT,2002,12.02215
Portugal,PRT,2003,11.64595
Portugal,PRT,2004,10.94621
Portugal,PRT,2005,10.86354
Portugal,PRT,2006,11.43944
Portugal,PRT,2007,11.06376
Portugal,PRT,2008,10.37183
Portugal,PRT,2009,11.07481
Portugal,PRT,2010,10.42656
Portugal,PRT,2011,10.24668
Puerto Rico,PRI,2013,21.58274
Qatar,QAT,1998,7.93362
Qatar,QAT,1999,9.63585
Qatar,QAT,2000,9.57736
Qatar,QAT,2001,10.19462
Qatar,QAT,2002,11.97642
Qatar,QAT,2003,10.43067
Qatar,QAT,2004,11.76485
Qatar,QAT,2005,12.70809
Qatar,QAT,2006,8.63605
Qatar,QAT,2007,8.10067
Qatar,QAT,2008,14.222
Qatar,QAT,2009,14.32702
Qatar,QAT,2010,13.17872
Qatar,QAT,2011,12.70807
Qatar,QAT,2012,11.80998
Qatar,QAT,2013,12.76523
Qatar,QAT,2014,11.13241
Romania,ROU,2000,8.18758
Romania,ROU,2001,9.84882
Romania,ROU,2002,10.92235
Romania,ROU,2003,11.13906
Romania,ROU,2004,9.84331
Romania,ROU,2005,10.83668
Romania,ROU,2007,12.00496
Romania,ROU,2009,11.02129
Romania,ROU,2010,9.12913
Romania,ROU,2011,8.33493
Romania,ROU,2012,8.43579
Russia,RUS,2000,8.95183
Russia,RUS,2001,9.21335
Russia,RUS,2002,10.58385
Russia,RUS,2003,10.53169
Russia,RUS,2004,11.17592
Russia,RUS,2005,11.95056
Russia,RUS,2006,12.4258
Russia,RUS,2008,11.95923
Russia,RUS,2012,11.14676
Rwanda,RWA,1999,21.90942
Rwanda,RWA,2000,21.09614
Rwanda,RWA,2001,26.69957
Rwanda,RWA,2007,18.77496
Rwanda,RWA,2008,15.59088
Rwanda,RWA,2010,17.37576
Rwanda,RWA,2011,15.38505
Rwanda,RWA,2012,15.92128
Rwanda,RWA,2013,16.59715
Saint Kitts and Nevis,KNA,1998,14.4316
Saint Kitts and Nevis,KNA,1999,10.32295
Saint Kitts and Nevis,KNA,2000,13.68505
Saint Kitts and Nevis,KNA,2001,14.20753
Saint Kitts and Nevis,KNA,2002,9.95556
Saint Kitts and Nevis,KNA,2003,11.86328
Saint Kitts and Nevis,KNA,2004,11.53994
Saint Kitts and Nevis,KNA,2005,11.05621
Saint Kitts and Nevis,KNA,2006,12.2831
Saint Kitts and Nevis,KNA,2007,12.75324
Saint Lucia,LCA,1998,29.43382
Saint Lucia,LCA,1999,26.03627
Saint Lucia,LCA,2001,25.85463
Saint Lucia,LCA,2003,15.42216
Saint Lucia,LCA,2004,15.04104
Saint Lucia,LCA,2005,16.30697
Saint Lucia,LCA,2006,19.01138
Saint Lucia,LCA,2008,19.94337
Saint Lucia,LCA,2009,13.89532
Saint Lucia,LCA,2010,14.20208
Saint Lucia,LCA,2011,13.83676
Saint Lucia,LCA,2012,12.19245
Saint Lucia,LCA,2013,13.84786
Saint Lucia,LCA,2014,15.30152
Saint Vincent and the Grenadines,VCT,1998,14.84942
Saint Vincent and the Grenadines,VCT,1999,21.14544
Saint Vincent and the Grenadines,VCT,2000,30.7892
Saint Vincent and the Grenadines,VCT,2002,28.70131
Saint Vincent and the Grenadines,VCT,2003,31.47551
Saint Vincent and the Grenadines,VCT,2005,22.59199
Saint Vincent and the Grenadines,VCT,2007,20.03841
Saint Vincent and the Grenadines,VCT,2009,17.3385
Saint Vincent and the Grenadines,VCT,2010,15.48563
Samoa,WSM,1999,13.41717
Samoa,WSM,2000,10.4613
Samoa,WSM,2001,12.77033
Samoa,WSM,2002,12.7938
Samoa,WSM,2008,16.06423
San Marino,SMR,2010,10.78129
San Marino,SMR,2011,10.64036
Sao Tome and Principe,STP,2002,6.42829
Sao Tome and Principe,STP,2003,6.68909
Sao Tome and Principe,STP,2004,5.84991
Sao Tome and Principe,STP,2005,12.12649
Sao Tome and Principe,STP,2006,9.69203
Sao Tome and Principe,STP,2007,16.65969
Sao Tome and Principe,STP,2008,18.24332
Sao Tome and Principe,STP,2009,20.55948
Sao Tome and Principe,STP,2010,19.3236
Sao Tome and Principe,STP,2012,13.71965
Sao Tome and Principe,STP,2013,18.82657
Sao Tome and Principe,STP,2014,12.30941
Saudi Arabia,SAU,1997,12.29582
Saudi Arabia,SAU,1998,23.98243
Saudi Arabia,SAU,1999,23.3294
Saudi Arabia,SAU,2000,17.83659
Saudi Arabia,SAU,2001,20.89614
Saudi Arabia,SAU,2002,21.29412
Saudi Arabia,SAU,2003,21.45522
Saudi Arabia,SAU,2004,20.18866
Saudi Arabia,SAU,2005,19.29229
Saudi Arabia,SAU,2006,21.60387
Saudi Arabia,SAU,2008,19.25742
Senegal,SEN,1998,18.73254
Senegal,SEN,1999,16.82036
Senegal,SEN,2000,17.61849
Senegal,SEN,2001,15.72974
Senegal,SEN,2002,16.72192
Senegal,SEN,2003,16.11751
Senegal,SEN,2004,16.96225
Senegal,SEN,2005,21.77104
Senegal,SEN,2006,17.95464
Senegal,SEN,2008,19.22612
Senegal,SEN,2009,20.88079
Senegal,SEN,2010,20.72314
Serbia,SRB,2007,10.39359
Serbia,SRB,2008,10.83843
Serbia,SRB,2009,10.93675
Serbia,SRB,2010,10.51358
Serbia,SRB,2011,10.60352
Serbia,SRB,2012,9.59923
Seychelles,SYC,1998,9.87257
Seychelles,SYC,1999,9.37376
Seychelles,SYC,2002,9.22016
Seychelles,SYC,2003,12.0432
Seychelles,SYC,2006,10.95452
Seychelles,SYC,2011,10.38641
Sierra Leone,SLE,2000,20.7313
Sierra Leone,SLE,2001,17.9708
Sierra Leone,SLE,2002,17.70319
Sierra Leone,SLE,2003,17.31936
Sierra Leone,SLE,2004,17.1488
Sierra Leone,SLE,2005,15.50661
Sierra Leone,SLE,2007,19.75022
Sierra Leone,SLE,2008,14.93093
Sierra Leone,SLE,2009,15.89641
Sierra Leone,SLE,2010,12.80193
Sierra Leone,SLE,2011,12.41147
Sierra Leone,SLE,2012,14.12596
Sierra Leone,SLE,2013,15.20228
Sierra Leone,SLE,2014,15.09175
Singapore,SGP,2000,14.15517
Singapore,SGP,2001,18.10959
Singapore,SGP,2002,17.6956
Singapore,SGP,2003,22.67977
Singapore,SGP,2004,26.36067
Singapore,SGP,2005,23.8523
Singapore,SGP,2006,23.10702
Singapore,SGP,2007,22.50065
Singapore,SGP,2008,22.8247
Singapore,SGP,2009,17.52529
Singapore,SGP,2010,16.55659
Singapore,SGP,2011,20.61663
Singapore,SGP,2012,20.94088
Singapore,SGP,2013,19.92994
Slovakia,SVK,1997,8.55968
Slovakia,SVK,1999,8.61408
Slovakia,SVK,2000,7.47054
Slovakia,SVK,2001,8.89935
Slovakia,SVK,2002,9.47443
Slovakia,SVK,2003,10.63662
Slovakia,SVK,2004,10.93355
Slovakia,SVK,2005,9.5924
Slovakia,SVK,2006,9.67682
Slovakia,SVK,2007,9.81596
Slovakia,SVK,2008,9.66711
Slovakia,SVK,2009,9.18133
Slovakia,SVK,2010,9.85753
Slovakia,SVK,2011,9.83438
Slovakia,SVK,2012,9.79439
Slovenia,SVN,2001,13.81725
Slovenia,SVN,2002,13.72527
Slovenia,SVN,2003,13.69596
Slovenia,SVN,2004,13.49902
Slovenia,SVN,2005,13.29055
Slovenia,SVN,2006,13.3197
Slovenia,SVN,2007,12.89666
Slovenia,SVN,2008,12.54904
Slovenia,SVN,2009,12.30418
Slovenia,SVN,2010,12.08019
Slovenia,SVN,2011,12.07168
Slovenia,SVN,2012,12.63184
Solomon Islands,SLB,1998,13.11648
Solomon Islands,SLB,2007,22.16813
Solomon Islands,SLB,2008,18.8434
Solomon Islands,SLB,2009,16.78565
Solomon Islands,SLB,2010,17.47849
South Africa,ZAF,2001,20.47205
South Africa,ZAF,2002,20.0957
South Africa,ZAF,2003,19.5923
South Africa,ZAF,2004,19.93463
South Africa,ZAF,2005,19.92499
South Africa,ZAF,2006,19.68185
South Africa,ZAF,2007,18.38215
South Africa,ZAF,2008,17.90631
South Africa,ZAF,2009,18.30626
South Africa,ZAF,2010,18.04437
South Africa,ZAF,2011,18.92162
South Africa,ZAF,2012,20.62222
South Africa,ZAF,2013,19.15533
South Africa,ZAF,2014,19.10913
South Sudan,SSD,2011,3.93043
Spain,ESP,1998,10.48723
Spain,ESP,1999,10.69392
Spain,ESP,2000,10.68445
Spain,ESP,2001,10.71261
Spain,ESP,2002,10.709
Spain,ESP,2003,10.88755
Spain,ESP,2004,10.72629
Spain,ESP,2005,10.78145
Spain,ESP,2006,10.88879
Spain,ESP,2007,10.8762
Spain,ESP,2008,10.93867
Spain,ESP,2009,10.63552
Spain,ESP,2010,10.56398
Spain,ESP,2011,10.66101
Spain,ESP,2012,9.22981
Sri Lanka,LKA,1998,11.58281
Sri Lanka,LKA,2009,8.27076
Sri Lanka,LKA,2010,8.60563
Sri Lanka,LKA,2011,9.32521
Sri Lanka,LKA,2012,8.75172
Sudan,SDN,2000,9.11689
Sudan,SDN,2002,11.04489
Sudan,SDN,2004,7.94924
Sudan,SDN,2005,5.9668
Sudan,SDN,2006,8.25316
Sudan,SDN,2008,9.3854
Sudan,SDN,2009,10.7707
Swaziland,SWZ,1999,20.4332
Swaziland,SWZ,2000,18.74508
Swaziland,SWZ,2001,19.65618
Swaziland,SWZ,2002,17.29377
Swaziland,SWZ,2003,22.06382
Swaziland,SWZ,2004,21.10407
Swaziland,SWZ,2005,20.89186
Swaziland,SWZ,2006,22.70757
Swaziland,SWZ,2008,21.81324
Swaziland,SWZ,2009,19.38638
Swaziland,SWZ,2010,18.28303
Swaziland,SWZ,2011,22.35631
Sweden,SWE,1998,12.77152
Sweden,SWE,1999,12.4802
Sweden,SWE,2000,13.00554
Sweden,SWE,2001,12.93972
Sweden,SWE,2002,13.24319
Sweden,SWE,2003,12.95974
Sweden,SWE,2004,13.08087
Sweden,SWE,2005,12.78735
Sweden,SWE,2006,12.79996
Sweden,SWE,2007,12.86494
Sweden,SWE,2008,13.0583
Sweden,SWE,2009,13.21638
Sweden,SWE,2010,13.34556
Sweden,SWE,2011,13.24639
Sweden,SWE,2012,15.2498
Switzerland,CHE,1998,14.15674
Switzerland,CHE,2009,16.14197
Switzerland,CHE,2010,15.949
Switzerland,CHE,2011,15.89852
Switzerland,CHE,2012,16.09951
Syria,SYR,2001,15.66206
Syria,SYR,2002,16.82607
Syria,SYR,2003,19.8554
Syria,SYR,2004,17.1454
Syria,SYR,2006,20.04848
Syria,SYR,2007,18.92593
Syria,SYR,2008,20.04079
Syria,SYR,2009,19.18405
Tajikistan,TJK,1998,15.07245
Tajikistan,TJK,1999,11.83439
Tajikistan,TJK,2000,12.02514
Tajikistan,TJK,2001,13.18853
Tajikistan,TJK,2002,14.59364
Tajikistan,TJK,2003,12.69424
Tajikistan,TJK,2004,13.67676
Tajikistan,TJK,2005,15.29338
Tajikistan,TJK,2006,15.63601
Tajikistan,TJK,2007,12.21488
Tajikistan,TJK,2008,12.8005
Tajikistan,TJK,2009,14.31216
Tajikistan,TJK,2010,15.33145
Tajikistan,TJK,2011,14.56051
Tajikistan,TJK,2012,16.35024
Tanzania,TZA,1998,11.79397
Tanzania,TZA,2004,19.49264
Tanzania,TZA,2005,18.14316
Tanzania,TZA,2006,15.01412
Tanzania,TZA,2007,19.43172
Tanzania,TZA,2008,18.77841
Tanzania,TZA,2009,17.41092
Tanzania,TZA,2010,19.64802
Tanzania,TZA,2014,17.25627
Thailand,THA,1998,19.48098
Thailand,THA,1999,18.97908
Thailand,THA,2000,28.3886
Thailand,THA,2001,24.24127
Thailand,THA,2002,16.22287
Thailand,THA,2003,20.86637
Thailand,THA,2004,21.45771
Thailand,THA,2005,20.54676
Thailand,THA,2006,22.00282
Thailand,THA,2007,18.48466
Thailand,THA,2008,18.16283
Thailand,THA,2009,18.17831
Thailand,THA,2010,16.22264
Thailand,THA,2011,22.63026
Thailand,THA,2012,21.39677
Timor,TLS,2008,9.86456
Timor,TLS,2009,15.52864
Timor,TLS,2010,12.88816
Timor,TLS,2011,9.61729
Timor,TLS,2014,7.74731
Togo,TGO,1998,20.98232
Togo,TGO,1999,23.41876
Togo,TGO,2000,24.42371
Togo,TGO,2001,25.73136
Togo,TGO,2002,30.70003
Togo,TGO,2003,27.75643
Togo,TGO,2004,21.83069
Togo,TGO,2005,17.67808
Togo,TGO,2006,17.28665
